频率 (Hz),幅度
0.0,197015.09031677243
0.5552470849528041,59.21164400089628
1.1104941699056081,42.8695350281036
1.6657412548584123,45.86865688861742
2.2209883398112162,44.19800199960118
2.77623542476402,47.5711693027222
3.3314825097168246,43.46368339918314
3.8867295946696285,47.82554018999861
4.4419766796224325,45.412803501123584
4.997223764575237,49.80925583203558
5.55247084952804,50.7235228772875
6.107717934480845,51.5042619080377
6.662965019433649,54.99012328983717
7.218212104386453,57.43687626522667
7.773459189339257,57.830442175934486
8.328706274292061,60.114510321363134
8.883953359244865,64.2066897170731
9.439200444197668,67.82840656258192
9.994447529150474,72.48535658365513
10.549694614103277,80.46452818406772
11.10494169905608,86.15226831799588
11.660188784008886,97.14363765808177
12.21543586896169,107.86252367668668
12.770682953914493,124.8521931816472
13.325930038867298,148.43495078843395
13.881177123820102,183.70109625321652
14.436424208772905,244.79294945740875
14.991671293725709,371.9260825204429
15.546918378678514,686.9149072229466
16.10216546363132,856.8726813033223
16.657412548584123,639.6556366618703
17.212659633536926,289.14977681428195
17.76790671848973,207.0132786001116
18.323153803442533,145.98667882894014
18.878400888395337,117.7823830910897
19.43364797334814,93.39594389856849
19.988895058300947,81.06582019680424
20.54414214325375,68.38340988878652
21.099389228206554,58.8214770622793
21.654636313159358,52.82376104544008
22.20988339811216,59.70890632217117
22.765130483064965,40.50442536419596
23.320377568017772,43.35643123666895
23.875624652970576,37.8469117239289
24.43087173792338,35.21074146137211
24.986118822876183,32.04709621469007
25.541365907828986,29.94038897289305
26.09661299278179,27.595741445278012
26.651860077734597,23.28031277601364
27.2071071626874,23.909613404311973
27.762354247640204,22.38872742003715
28.317601332593007,21.9522054359751
28.87284841754581,21.081568379207027
29.428095502498614,21.866812953974225
29.983342587451418,19.809044051757354
30.538589672404225,16.33003304652576
31.09383675735703,19.89885668659557
31.64908384230983,19.407063325690032
32.20433092726264,20.235461548957446
32.75957801221544,15.222678816228754
33.314825097168246,14.38971151032658
33.87007218212105,11.460999527804699
34.42531926707385,12.943426831724784
34.980566352026656,13.548497025397072
35.53581343697946,12.15947807411539
36.09106052193226,10.571545795191868
36.64630760688507,11.861123654965661
37.20155469183787,10.986496626587678
37.756801776790674,11.365711256477164
38.31204886174348,10.689717657766208
38.86729594669628,9.830147043480107
39.42254303164909,11.806580739039997
39.977790116601895,10.45847721178856
40.5330372015547,9.403000527862007
41.0882842865075,7.679859263975104
41.643531371460305,7.699657562812644
42.19877845641311,7.319179646663943
42.75402554136591,8.750135325272495
43.309272626318716,9.185901137173635
43.86451971127152,6.805392646776593
44.41976679622432,8.504359827926109
44.97501388117713,7.663643745124524
45.53026096612993,8.550140206417618
46.08550805108273,8.763173320429045
46.640755136035544,11.86406342911824
47.19600222098835,12.959667594505826
47.75124930594115,8.2079542952549
48.306496390893955,8.569143652038026
48.86174347584676,5.016613907750542
49.41699056079956,1.2750910894514713
49.972237645752365,3.7078797028260304
50.52748473070517,5.04118484318192
51.08273181565797,3.5777347705298497
51.637978900610776,5.75433701866161
52.19322598556358,7.556205270883483
52.74847307051638,4.778478562904734
53.30372015546919,5.761470893003235
53.858967240422,4.826660368634215
54.4142143253748,5.105388757217504
54.969461410327604,6.404781431442398
55.52470849528041,2.0029233849684718
56.07995558023321,4.817174548173957
56.635202665186014,3.1394121312261323
57.19044975013882,3.935762854948757
57.74569683509162,4.965482085619045
58.300943920044425,5.651098141029826
58.85619100499723,4.292211225162991
59.41143808995003,4.607926881210612
59.966685174902835,4.513769301265356
60.521932259855646,4.599530446258671
61.07717934480845,4.569298547192216
61.63242642976125,1.6937328895485206
62.18767351471406,3.4221800240433335
62.74292059966686,5.883054834948524
63.29816768461966,7.135382003862532
63.85341476957247,4.025560661623961
64.40866185452528,5.467531414139786
64.96390893947807,5.3066758458282415
65.51915602443088,5.934828944263257
66.07440310938368,4.086145344447778
66.62965019433649,1.5723026626013632
67.18489727928929,4.67659748627713
67.7401443642421,1.892749236863573
68.2953914491949,5.337720414299598
68.8506385341477,3.151667711334756
69.4058856191005,2.627164960969725
69.96113270405331,2.802933076374519
70.51637978900611,4.220237504777134
71.07162687395892,4.533760518836009
71.62687395891173,4.867227070190854
72.18212104386453,3.4953395797490465
72.73736812881734,4.923877481377019
73.29261521377013,4.226499632792462
73.84786229872294,5.560406832087657
74.40310938367574,4.146236833554116
74.95835646862855,5.172913876463597
75.51360355358135,3.613574705647714
76.06885063853416,4.313347738290221
76.62409772348695,5.492498283617232
77.17934480843977,4.272358860618828
77.73459189339256,6.299339435347362
78.28983897834537,3.3269885699790143
78.84508606329818,4.57279350445673
79.40033314825098,3.8197768801667573
79.95558023320379,1.7214540096895932
80.51082731815659,3.9166808395355046
81.0660744031094,5.5187490790943965
81.6213214880622,3.6718622160370904
82.176568573015,1.6860851185529333
82.7318156579678,3.6885432494935646
83.28706274292061,2.502608600929439
83.84230982787341,1.7383487766434658
84.39755691282622,4.752964541973741
84.95280399777901,4.29414048275856
85.50805108273182,4.59523813934878
86.06329816768464,4.573934723937114
86.61854525263743,3.71879066587489
87.17379233759024,6.522894713085507
87.72903942254304,5.0252986271495175
88.28428650749585,5.077946399651901
88.83953359244865,5.622018387554803
89.39478067740146,4.9038766947206485
89.95002776235425,5.188119694187165
90.50527484730706,4.621901050262392
91.06052193225986,5.319881109661917
91.61576901721267,5.634174459107746
92.17101610216547,5.839095934697372
92.72626318711828,2.596155332856119
93.28151027207109,2.0658290575431297
93.83675735702388,3.4856966235212163
94.3920044419767,3.486176677066663
94.94725152692949,3.9844141766956978
95.5024986118823,3.1886909548900664
96.0577456968351,4.342527371387944
96.61299278178791,4.152854563651338
97.1682398667407,4.183951416637494
97.72348695169352,5.589870784222335
98.27873403664631,5.8737307043520275
98.83398112159912,5.6203435952835115
99.38922820655192,4.475913720396624
99.94447529150473,5.822998840576007
100.49972237645754,10.99295027396074
101.05496946141034,11.16349605017926
101.61021654636315,11.921239389191243
102.16546363131594,14.740050263987776
102.72071071626875,16.089651520091746
103.27595780122155,11.112346067943212
103.83120488617436,5.435744003112802
104.38645197112716,6.153659254039086
104.94169905607997,6.0227918384482155
105.49694614103277,4.989859474470868
106.05219322598558,6.100396149385092
106.60744031093839,5.694495207203514
107.16268739589118,4.63995884512497
107.717934480844,4.993039117082808
108.27318156579679,6.1455283192198955
108.8284286507496,5.419472909929467
109.3836757357024,4.809813263870447
109.93892282065521,2.474776073486446
110.494169905608,2.51523989618495
111.04941699056081,3.5129508531853757
111.60466407551361,3.831613635340065
112.15991116046642,3.3243926607663354
112.71515824541922,0.7374008457508913
113.27040533037203,1.758365539730576
113.82565241532484,1.0935921913463007
114.38089950027764,0.9387952087977266
114.93614658523045,0.6404233253849196
115.49139367018324,1.0637966524667057
116.04664075513605,1.721162096737873
116.60188784008885,1.2760526606003364
117.15713492504166,1.9952998029746511
117.71238200999446,1.3319096935120456
118.26762909494727,1.548331829718739
118.82287617990006,1.4320544468557361
119.37812326485287,1.164418251421851
119.93337034980567,1.3751483674377047
120.48861743475848,0.9258218847137644
121.04386451971129,1.0498035665249597
121.59911160466409,0.7251517153661863
122.1543586896169,1.0131936415157878
122.7096057745697,1.4632140264649376
123.2648528595225,1.8816606975312062
123.8200999444753,0.4553306363715809
124.37534702942811,0.29315415505765635
124.93059411438091,1.295921835871
125.48584119933372,2.2847834616900307
126.04108828428652,2.0649697130346127
126.59633536923933,0.8950933240272035
127.15158245419212,1.0525545669296414
127.70682953914493,2.6070510967038447
128.26207662409774,0.8909667451225327
128.81732370905056,0.8405891906612087
129.37257079400334,1.0947603508229393
129.92781787895615,1.421208065680878
130.48306496390896,1.0896317375588351
131.03831204886177,0.641083306418076
131.59355913381455,1.5589714630081413
132.14880621876736,1.3502614365111345
132.70405330372017,0.8995523825186741
133.25930038867298,0.7917079896051294
133.81454747362577,1.1664132259562183
134.36979455857858,1.0550701227763448
134.9250416435314,0.16678716671212127
135.4802887284842,0.747916931836722
136.035535813437,1.09235837313376
136.5907828983898,0.11149613568477058
137.1460299833426,0.5726688281917476
137.7012770682954,1.510700683187919
138.25652415324822,0.9210339996041276
138.811771238201,0.5837280308886424
139.36701832315381,1.3324843191128513
139.92226540810663,0.6831498758120573
140.47751249305944,1.0783950524236614
141.03275957801222,0.8620031102592475
141.58800666296503,1.025837018340918
142.14325374791784,1.0342062478504397
142.69850083287065,0.952796566648696
143.25374791782346,2.438355779050032
143.80899500277624,0.5842813637090463
144.36424208772905,1.4274751425798098
144.91948917268186,1.9557726748623812
145.47473625763467,1.2783178597059432
146.02998334258746,0.7141927125715929
146.58523042754027,1.2477937337985296
147.14047751249308,1.6055089545549894
147.6957245974459,0.9109926937493936
148.25097168239867,2.61611732143884
148.80621876735148,1.4196459203254004
149.3614658523043,1.5969667720027831
149.9167129372571,0.5595541210576406
150.4719600222099,0.6067140024980754
151.0272071071627,0.7624470929989339
151.5824541921155,0.6153523151520381
152.13770127706832,1.74000068611008
152.69294836202113,0.6602590236597417
153.2481954469739,0.597956978729812
153.80344253192672,0.5964633167837369
154.35868961687953,0.5767675251695794
154.91393670183234,1.1183944735431384
155.46918378678512,1.7171099031788026
156.02443087173793,1.8283383098888233
156.57967795669074,2.6154094861304515
157.13492504164356,0.2585965773018304
157.69017212659637,1.2715707794323863
158.24541921154915,0.43894341310480295
158.80066629650196,0.6922466587401097
159.35591338145477,0.8572481222878964
159.91116046640758,0.43332653610087013
160.46640755136036,0.349228749379422
161.02165463631317,0.5173753987499012
161.57690172126598,1.7593584719240438
162.1321488062188,2.1541971220931804
162.68739589117158,1.3228090679050346
163.2426429761244,1.0836408619087272
163.7978900610772,0.44877747106822147
164.35313714603,1.3764267622173239
164.90838423098282,1.145622110201352
165.4636313159356,1.3165033760529483
166.0188784008884,1.0916077917090872
166.57412548584122,0.7241260678908099
167.12937257079403,0.6795000147757639
167.68461965574681,0.8996647285738184
168.23986674069963,2.0885552789171986
168.79511382565244,2.0927728299285104
169.35036091060525,0.6935582494765978
169.90560799555803,0.6327186323074537
170.46085508051084,1.0160901918475491
171.01610216546365,0.24123633216283
171.57134925041646,0.8312372387919247
172.12659633536927,1.3287309547742991
172.68184342032205,1.0493727828291675
173.23709050527486,0.6825978053075391
173.79233759022767,0.8050130304094392
174.34758467518049,0.17689666904506404
174.90283176013327,0.5384462489978953
175.45807884508608,0.5041379323455062
176.0133259300389,0.2047464891957241
176.5685730149917,1.8776808308867092
177.12382009994448,1.3054372025641636
177.6790671848973,1.5564861614314405
178.2343142698501,0.9050672064964861
178.7895613548029,0.3930869118453695
179.34480843975572,0.6849931137240253
179.9000555247085,0.2080351036190886
180.45530260966132,0.7799765191001836
181.01054969461413,1.3378415302731375
181.56579677956694,0.2734569823007274
182.12104386451972,1.0446487896161596
182.67629094947253,0.2126356568183136
183.23153803442534,0.6646812604679548
183.78678511937815,0.9656611332054462
184.34203220433093,0.07884865100409189
184.89727928928374,0.593992685323177
185.45252637423656,0.8267804858357362
186.00777345918937,0.7467339032931708
186.56302054414218,0.7871937639925645
187.11826762909496,0.5587476656816699
187.67351471404777,1.0903977030327574
188.22876179900058,0.8823097556095231
188.7840088839534,0.06484628394598103
189.33925596890617,1.8139609613564744
189.89450305385898,0.5324416584104877
190.4497501388118,0.6317505907367803
191.0049972237646,0.7737234728121861
191.5602443087174,0.18985104430806052
192.1154913936702,1.6056067761608166
192.670738478623,0.5537766217529533
193.22598556357582,0.4225562492687349
193.78123264852863,1.019640204518451
194.3364797334814,1.1892714663464197
194.89172681843422,1.6807471251021022
195.44697390338703,0.9494866936025258
196.00222098833984,1.891325224682507
196.55746807329263,1.675775220176341
197.11271515824544,1.9931880175649503
197.66796224319825,0.2808310446389487
198.22320932815106,0.7609373079297486
198.77845641310384,0.3412426136258822
199.33370349805665,1.0443597598946495
199.88895058300946,0.4696181210001885
200.44419766796227,2.0956052292172758
200.99944475291508,1.1384442796403589
201.55469183786786,0.8010530090499044
202.10993892282067,0.4861706953633307
202.66518600777349,1.074247099705253
203.2204330927263,1.509287326627202
203.77568017767908,2.643988899347054
204.3309272626319,2.6861987008716754
204.8861743475847,0.5145522989875989
205.4414214325375,0.2333199006403969
205.9966685174903,0.6198132632659298
206.5519156024431,0.9018343871944579
207.1071626873959,0.2929637128390141
207.66240977234872,1.8474431490759515
208.21765685730153,1.1575958351891478
208.77290394225432,1.328473074280109
209.32815102720713,2.104069799134054
209.88339811215994,0.8851262188475829
210.43864519711275,1.9332814351357235
210.99389228206553,0.7037494446155843
211.54913936701834,0.5736361542808086
212.10438645197115,0.9237155332539166
212.65963353692396,1.171002906593022
213.21488062187677,1.6277455198313011
213.77012770682956,1.0464311157221995
214.32537479178237,1.3954024343962455
214.88062187673518,1.7395893250752406
215.435868961688,1.9031400907524385
215.99111604664077,0.8545250966002023
216.54636313159358,0.34448975880686816
217.1016102165464,1.1422518473638283
217.6568573014992,0.5852310963781918
218.21210438645198,0.4140301963943524
218.7673514714048,1.5208306500448703
219.3225985563576,0.46252242473828076
219.87784564131042,1.2183959611197956
220.43309272626323,1.9343713767382005
220.988339811216,2.5893177635557327
221.54358689616882,0.4024489064866289
222.09883398112163,1.2800687393057726
222.65408106607444,0.8611510176061075
223.20932815102722,0.30043370013983633
223.76457523598003,1.1917132893804507
224.31982232093284,1.4623872470196129
224.87506940588565,0.13799979342879057
225.43031649083844,1.2043811453765059
225.98556357579125,1.0755995124085822
226.54081066074406,0.3684951531228446
227.09605774569687,1.6179554506641778
227.65130483064968,0.23452054663604968
228.20655191560246,0.6150930083966116
228.76179900055527,0.863987902492282
229.31704608550808,1.263586166132861
229.8722931704609,1.1573154112908832
230.42754025541367,1.1763334106135581
230.98278734036649,1.2105232707900913
231.5380344253193,0.6957296348255549
232.0932815102721,1.4395047421199554
232.6485285952249,1.0555679698659448
233.2037756801777,0.211312371710631
233.7590227651305,0.8686084595235419
234.31426985008332,0.7734920028874513
234.86951693503613,1.3113185072783113
235.4247640199889,0.9069474312091675
235.98001110494172,0.720648324941911
236.53525818989453,0.8840093589810595
237.09050527484735,0.6159699678521093
237.64575235980013,0.3233250304245132
238.20099944475294,1.4915330234745763
238.75624652970575,0.13651902069516408
239.31149361465856,0.6436898740557637
239.86674069961134,1.2535133586337266
240.42198778456415,0.6942589169406032
240.97723486951696,0.6285439183527338
241.53248195446977,1.67596185368491
242.08772903942258,1.5611231153188936
242.64297612437537,1.8215374431998022
243.19822320932818,1.1292606643287535
243.753470294281,0.053561488876762785
244.3087173792338,1.1007028560006529
244.86396446418658,0.7172774891638922
245.4192115491394,0.835188165610132
245.9744586340922,1.0578107388097464
246.529705719045,1.1556227827456473
247.0849528039978,0.9067135259111802
247.6401998889506,1.3674686708418216
248.19544697390342,1.11569954760203
248.75069405885623,0.15039246785150118
249.30594114380904,0.7153643632269361
249.86118822876182,0.7157136710945107
250.41643531371463,0.7897321982885307
250.97168239866744,1.14256053718108
251.52692948362025,0.598169487350047
252.08217656857303,1.237222956601595
252.63742365352584,0.7442461074896448
253.19267073847865,0.8658231445569845
253.74791782343146,0.42710927325615977
254.30316490838425,0.30195846977689156
254.85841199333706,0.5643741892432426
255.41365907828987,0.8272056532821654
255.96890616324268,2.1051760165011792
256.5241532481955,1.166221613494166
257.07940033314827,1.021822903251565
257.6346474181011,0.9203144591491068
258.1898945030539,0.605818872462427
258.7451415880067,0.758133554787106
259.3003886729595,0.6961771777466838
259.8556357579123,1.4124389661229348
260.4108828428651,1.8405927214882585
260.9661299278179,0.6786725219527865
261.5213770127707,0.5856133208853294
262.07662409772354,1.3160523465180198
262.6318711826763,0.9705345083192546
263.1871182676291,1.663725517136615
263.74236535258194,1.5338633746819141
264.2976124375347,1.480511294321557
264.85285952248756,0.9404223978416212
265.40810660744035,1.6642936385956641
265.9633536923931,0.6654725366324687
266.51860077734597,0.875515216061447
267.07384786229875,1.0918050738303604
267.62909494725153,1.685512434876941
268.18434203220437,1.6784508434294487
268.73958911715715,1.8223154593463946
269.29483620211,1.77929458401169
269.8500832870628,1.2435059806490878
270.40533037201556,1.1845551110672476
270.9605774569684,1.6631627172607477
271.5158245419212,0.9540970503935835
272.071071626874,0.9506378673199892
272.6263187118268,0.7239286865816267
273.1815657967796,1.9009830713387954
273.7368128817324,0.784202525460102
274.2920599666852,1.889043140000684
274.847307051638,1.5886679463151436
275.4025541365908,1.4267826314446272
275.9578012215436,0.36917309781183094
276.51304830649644,0.7956074344697065
277.0682953914492,0.7669051237880885
277.623542476402,2.339644492930045
278.17878956135485,0.3459351361061462
278.73403664630763,1.2089858789998429
279.28928373126047,0.548649482285717
279.84453081621325,1.1459878118393207
280.39977790116603,0.43839037082340043
280.9550249861189,0.6873528953937114
281.51027207107165,0.9661000967375873
282.06551915602444,0.8444444002701413
282.6207662409773,1.071896241110391
283.17601332593006,1.51867193146014
283.7312604108829,0.7269099857218667
284.2865074958357,1.2228475050039007
284.84175458078846,0.4052055497489303
285.3970016657413,1.2397009847217024
285.9522487506941,1.3906555559767173
286.5074958356469,1.2505127357928632
287.0627429205997,2.3763453253610534
287.6179900055525,0.45660195521374636
288.1732370905053,1.0324649766953649
288.7284841754581,2.1753601677972614
289.2837312604109,0.8724015964107416
289.8389783453637,0.46748834997960304
290.3942254303165,0.6217575255320406
290.94947251526935,0.6563663345930865
291.50471960022213,1.3201271029468122
292.0599666851749,0.5308322312038455
292.61521377012775,0.4017671602956085
293.17046085508053,0.8241648820985877
293.7257079400334,0.716943295204272
294.28095502498616,1.1861227054400652
294.83620210993894,0.37586867396109486
295.3914491948918,0.537727255015145
295.94669627984456,1.0917601686122829
296.50194336479734,1.1359934665755804
297.0571904497502,0.9621847460892067
297.61243753470296,0.9402686175104892
298.1676846196558,0.8602925701710367
298.7229317046086,0.6579916821036881
299.27817878956137,1.9006222059930322
299.8334258745142,1.3473758189472644
300.388672959467,1.4993943936722012
300.9439200444198,0.5592793259068816
301.4991671293726,1.7979209931524982
302.0544142143254,0.45438743660422215
302.60966129927823,0.986733493424766
303.164908384231,1.4652639590341439
303.7201554691838,0.21640331429951373
304.27540255413663,0.5293735691205517
304.8306496390894,0.8397247538118691
305.38589672404225,0.9382473423146869
305.94114380899504,0.9369709487714448
306.4963908939478,1.146269744047184
307.05163797890066,1.075526198326035
307.60688506385344,0.010139688239053203
308.1621321488063,0.8085396894144369
308.71737923375906,1.5183160576083305
309.27262631871184,0.8079672391528956
309.8278734036647,2.003243453946727
310.38312048861746,0.7125052233090112
310.93836757357025,0.9162280843696207
311.4936146585231,1.0981510768101654
312.04886174347587,1.5579939996205288
312.6041088284287,0.256189616821536
313.1593559133815,0.6172177061160729
313.71460299833427,1.5781336734975517
314.2698500832871,0.616580066085109
314.8250971682399,1.5697163653398152
315.38034425319273,1.9429250454714997
315.9355913381455,1.3587606414891786
316.4908384230983,1.6593840719368147
317.04608550805114,0.7199479685805125
317.6013325930039,2.4657968613550723
318.1565796779567,1.0041334961481136
318.71182676290954,0.42319207899387573
319.2670738478623,1.0549394203908706
319.82232093281516,0.7936657216003201
320.37756801776794,0.2546560139099375
320.9328151027207,1.3638435242775269
321.48806218767356,0.25308374976459297
322.04330927262635,0.9855087401098854
322.5985563575792,0.6536400176425877
323.15380344253197,0.694538846766893
323.70905052748475,0.16054751319797636
324.2642976124376,0.5646320761065562
324.81954469739037,1.3787260326262907
325.37479178234315,1.4193568677878752
325.930038867296,0.4716185196452209
326.4852859522488,0.6667076366667193
327.0405330372016,1.0095960373319373
327.5957801221544,0.47474735867727036
328.1510272071072,0.840265803040514
328.70627429206,0.8252079107550401
329.2615213770128,0.6022439317726472
329.81676846196564,1.4805990314689725
330.3720155469184,1.2263376926369156
330.9272626318712,0.9326610465586641
