Epoch,Train Loss,Validation Loss
97,0.033871185,0.039994597
98,0.034388968,0.065368341
99,0.039716177,0.369501779
100,0.025646448,0.143894265
101,0.025380902,0.018710843
102,0.02551656,0.404947377
103,0.032290173,0.035571203
104,0.022302159,0.089510302
105,0.019757089,0.142187968
106,0.020824809,0.023764559
107,0.01944658,0.033289817
108,0.034041019,0.057715022
109,0.018442798,0.021903822
110,0.028182673,0.038512294
111,0.017660102,0.368934765
112,0.023151187,0.070345579
113,0.021145443,0.029366796
114,0.019939908,0.017735063
115,0.023216639,0.294657873
116,0.026693743,0.01754934
117,0.016133705,0.043903867
118,0.018154452,0.105595687
119,0.020699993,0.035579166
120,0.027024194,0.285538282
121,0.019077328,0.049002678
122,0.01237501,0.09378434
123,0.011972623,0.095317912
124,0.017503963,0.024858906
125,0.015150786,0.085521932
126,0.016914884,0.021028494
127,0.01545972,0.031353797
128,0.021174784,0.054283301
129,0.013379898,0.043630355
130,0.013987436,0.053589801
131,0.009775194,0.015699599
132,0.014487245,0.064515221
133,0.019618884,0.020438733
134,0.013206416,0.017542883
135,0.013711918,0.015191623
136,0.013414932,0.050817733
137,0.013757594,0.016636889
138,0.01327502,0.017387874
139,0.01114509,0.028173921
140,0.011962713,0.016846292
141,0.007822267,0.137556248
142,0.013606885,0.017149705
143,0.009996635,0.016423651
144,0.014944636,0.065042474
145,0.009074959,0.031755516
146,0.008200358,0.016033644
147,0.011297834,0.096980065
148,0.012786511,0.034100398
149,0.010586884,0.018109499
150,0.007973287,0.015173868
151,0.010370849,0.014135863
152,0.007768373,0.070625336
153,0.009656004,0.014731475
154,0.011604168,0.015767031
155,0.008884924,0.023076877
156,0.007438976,0.014574551
157,0.007449304,0.141488003
158,0.012394715,0.018424408
159,0.009378617,0.080151606
160,0.011484063,0.019258742
161,0.007668931,0.038489247
162,0.01014986,0.068599659
163,0.009635184,0.075537733
164,0.005426221,0.013401065
165,0.00715747,0.021372988
166,0.007410805,0.016819532
167,0.008235388,0.033263233
168,0.012476533,0.01349806
169,0.009752001,0.131789881
170,0.009124684,0.066141293
171,0.005489734,0.015435072
172,0.008221307,0.027174929
173,0.004108206,0.032385837
174,0.006426739,0.052469296
175,0.006772263,0.029582593
176,0.005337491,0.095236368
177,0.007160235,0.030506907
178,0.006863611,0.014600403
179,0.006368415,0.017216936
180,0.007224671,0.022644998
181,0.004635857,0.026102987
182,0.004933809,0.027568865
183,0.006763541,0.106917585
184,0.006322981,0.061755553
185,0.003835438,0.035853811
186,0.009274684,0.015350977
187,0.005778819,0.022516615
188,0.004063183,0.013548385
189,0.004670407,0.093842165
190,0.005709774,0.016626306
191,0.0056784,0.045312118
192,0.006073108,0.016180027
193,0.005601123,0.015873532
194,0.003733444,0.022289965
195,0.003962175,0.016422342
196,0.003990763,0.014351946
197,0.004769167,0.013472803
198,0.004436601,0.01567114
199,0.004812831,0.014817752
200,0.004530079,0.01832609
201,0.004476674,0.022886422
202,0.003844505,0.013397903
203,0.004765752,0.013252481
204,0.003473385,0.01712844
205,0.004805761,0.014301434
206,0.004257997,0.042575923
207,0.004200669,0.047252319
208,0.004159865,0.038957914
209,0.003434158,0.033042093
210,0.004106861,0.012913456
211,0.004044384,0.021316298
212,0.00305114,0.015513584
213,0.003252395,0.018380625
214,0.004463281,0.02118985
215,0.003084317,0.017253259
216,0.004189911,0.013460958
217,0.005099373,0.067669986
218,0.003170672,0.026510721
219,0.003416436,0.013064155
220,0.002926097,0.012772075
221,0.0034898,0.020296015
222,0.002296605,0.012463875
223,0.003152453,0.013537093
224,0.002903398,0.015521625
225,0.00282081,0.01613651
226,0.003967842,0.016630705
227,0.003422697,0.077886839
228,0.002527037,0.015684375
229,0.003420844,0.013240466
230,0.002827257,0.018253611
231,0.00223366,0.012750349
232,0.002361503,0.012756413
233,0.003228891,0.01479639
234,0.002576097,0.016276745
235,0.002397543,0.013183166
236,0.002945973,0.03188689
237,0.002884639,0.02435707
238,0.00204727,0.012698143
239,0.002673689,0.012274765
240,0.003210426,0.013390578
241,0.002517371,0.012444043
242,0.002517934,0.012413508
243,0.001832262,0.012361699
244,0.002449928,0.012516548
245,0.002713698,0.018882136
246,0.002359382,0.014150031
247,0.002398591,0.020541603
248,0.002010414,0.017346565
249,0.002161908,0.012508578
250,0.00220091,0.017054274
251,0.002335033,0.012254117
252,0.001752407,0.017126779
253,0.002022013,0.015075803
254,0.002704313,0.015017474
255,0.001816605,0.018752196
256,0.002874341,0.013140591
257,0.001612589,0.01440292
258,0.001786412,0.012543208
259,0.001894963,0.015515497
260,0.002379579,0.012938402
261,0.001664559,0.013803497
262,0.00139822,0.012023879
263,0.001809602,0.012687319
264,0.002270693,0.013870152
265,0.002469984,0.01219836
266,0.001613535,0.013607376
267,0.001749289,0.012664346
268,0.00158018,0.012532366
269,0.001512043,0.014466098
270,0.001812849,0.0173028
271,0.001219489,0.013453946
272,0.001556961,0.014847305
273,0.001292583,0.013000929
274,0.002068805,0.012350886
275,0.001476473,0.012422057
276,0.001269259,0.013207667
277,0.001410135,0.019979572
278,0.001619959,0.035292035
279,0.001345445,0.016122683
280,0.001498953,0.018087436
281,0.001261303,0.013280765
282,0.001246822,0.017250673
283,0.001576263,0.012568753
284,0.001452107,0.015666694
285,0.001072854,0.012188155
286,0.001331678,0.018433239
287,0.001379111,0.014211743
288,0.001208539,0.014037784
289,0.001298983,0.018766132
290,0.001552046,0.012495454
291,0.000975108,0.0129661
292,0.001369967,0.012294459
293,0.001090003,0.012355351
294,0.001010091,0.012197008
295,0.001189419,0.012560774
296,0.001237155,0.013207899
297,0.001067774,0.017557388
298,0.001291403,0.012112078
299,0.001050181,0.012267709
300,0.001440153,0.012613907
301,0.001144875,0.012399199
302,0.001009343,0.022874239
303,0.001095472,0.014101327
304,0.00119444,0.012376887
305,0.00111638,0.012087444
306,0.000972371,0.019634616
307,0.000945874,0.017298968
308,0.00097594,0.019985299
309,0.000949456,0.023716269
310,0.001139074,0.018178056
311,0.000868833,0.017914871
312,0.000995516,0.012512535
313,0.000753899,0.030098129
314,0.00077901,0.028187088
315,0.000998399,0.012603007
316,0.000986357,0.016001699
317,0.001124142,0.014538768
318,0.000849375,0.018401748
319,0.001061378,0.014310179
320,0.000908221,0.018641814
321,0.000738545,0.01254824
322,0.000882788,0.012696044
323,0.00076327,0.017934581
324,0.000739111,0.012243686
325,0.000809236,0.014984152
326,0.00084587,0.019265198
327,0.001071441,0.0134885
328,0.000977362,0.012039066
329,0.000736764,0.012673128
330,0.000798751,0.012546064
331,0.001011752,0.022073912
332,0.000964887,0.026770078
333,0.00081077,0.013485414
334,0.000756828,0.015247169
335,0.000681139,0.012507617
336,0.000734392,0.012208088
337,0.000931635,0.018156409
338,0.000821345,0.013111454
339,0.000960844,0.012567561
340,0.000897426,0.012211299
341,0.000756261,0.014047707
342,0.000625027,0.014858072
343,0.000734736,0.013086605
344,0.000632469,0.016139178
345,0.000705464,0.012270713
346,0.000732379,0.014636251
347,0.000730268,0.012068981
348,0.000829093,0.015704479
349,0.000729843,0.017444031
350,0.000667735,0.012224572
351,0.000658342,0.013017462
352,0.000522645,0.012070796
353,0.000700073,0.012247727
354,0.000678777,0.012177381
355,0.000631906,0.012903592
356,0.000630978,0.013672483
357,0.000503251,0.012003832
358,0.000740836,0.012040439
359,0.000566526,0.015372617
360,0.000666594,0.014709866
361,0.000746211,0.017753944
362,0.000748942,0.012816125
363,0.000583209,0.012151515
364,0.000713707,0.012042354
365,0.00068989,0.014057306
366,0.000642333,0.013158596
367,0.00058128,0.012584221
368,0.00051355,0.015070731
369,0.000535904,0.01240425
370,0.000636293,0.012545556
371,0.000577962,0.012276436
372,0.000577483,0.012262644
373,0.000539531,0.011965248
374,0.000539384,0.013273465
375,0.000550698,0.012876037
376,0.000537097,0.012099502
377,0.000572913,0.01331895
378,0.000603341,0.01396629
379,0.000591346,0.014932067
380,0.000558199,0.013472415
381,0.000580225,0.01201026
382,0.000596704,0.012028816
383,0.000409211,0.012889261
384,0.00059672,0.013804363
385,0.00046301,0.015258859
386,0.000461419,0.011956335
387,0.000450186,0.014787017
388,0.000498989,0.013218171
389,0.000499983,0.01236238
390,0.000518626,0.014191443
391,0.000467154,0.014146104
392,0.000441643,0.014334668
393,0.000491653,0.015490369
394,0.000471692,0.013662514
395,0.000542169,0.017162428
396,0.000478539,0.013648695
397,0.000454252,0.012136124
398,0.000555671,0.013594464
399,0.000435032,0.016838223
400,0.000532959,0.012562951
401,0.000407293,0.012272317
402,0.000458327,0.012348635
403,0.000402157,0.013133226
404,0.000433809,0.017222278
405,0.000464903,0.012161622
406,0.000382278,0.012527243
407,0.000490286,0.012425634
408,0.000525978,0.012860509
409,0.000408378,0.018597181
410,0.000518625,0.012434799
411,0.000415734,0.013166065
412,0.000422591,0.01253681
413,0.000373776,0.012047497
414,0.000430366,0.014464379
415,0.000529221,0.014064777
416,0.000433959,0.012919263
417,0.000341185,0.012240082
418,0.00039095,0.011998534
419,0.000391344,0.01218368
420,0.000360782,0.014127907
421,0.000359474,0.014914346
422,0.000399907,0.014609018
423,0.000453337,0.016036972
424,0.000419906,0.01625118
425,0.000381533,0.017194778
426,0.000416913,0.012813041
427,0.000383874,0.012705785
428,0.000430246,0.012554271
429,0.000400864,0.012013433
430,0.000406759,0.012098222
431,0.000324929,0.016406741
432,0.000330002,0.01273776
433,0.000400526,0.012755038
434,0.000403224,0.013659872
435,0.00044946,0.013770054
436,0.000378231,0.011926095
437,0.000361879,0.012947729
438,0.000372258,0.013117921
439,0.000324839,0.013580845
440,0.000391851,0.014018346
441,0.000296777,0.012362364
442,0.000342499,0.011943188
443,0.000331048,0.012695374
444,0.000315987,0.013396602
445,0.000380311,0.012351969
446,0.000340612,0.014169785
447,0.000380275,0.013049308
448,0.000328284,0.013734947
449,0.00035442,0.014198078
450,0.000365272,0.012761109
451,0.000311375,0.014012055
452,0.000292269,0.013475623
453,0.000369839,0.012909012
454,0.000327957,0.014930006
455,0.00030972,0.015207296
456,0.000333351,0.012576471
457,0.000315961,0.012831601
458,0.00035345,0.012391251
459,0.000344624,0.013691594
460,0.000303167,0.01213269
461,0.000367164,0.012490157
462,0.000296896,0.013403156
463,0.000296129,0.01197958
464,0.000327358,0.012363413
465,0.000325731,0.013988843
466,0.000304241,0.013013157
467,0.000325459,0.012195034
468,0.000294097,0.012617809
469,0.000293813,0.012081534
470,0.000311815,0.016077326
471,0.000289553,0.013567402
472,0.000333137,0.012659434
473,0.00032377,0.012306315
474,0.00032758,0.013709105
475,0.000281579,0.012480113
476,0.000346699,0.01401863
477,0.000338765,0.012930158
478,0.00029529,0.012289978
479,0.000318181,0.012826407
480,0.000318345,0.012513421
481,0.000272033,0.012388217
482,0.00031545,0.012981971
483,0.000283855,0.01408061
484,0.000254828,0.013229808
485,0.000304354,0.013151759
486,0.000305408,0.013738402
487,0.000292476,0.015058517
488,0.000313164,0.014118404
489,0.000296427,0.016846666
490,0.00031568,0.012538868
491,0.000269838,0.013767504
492,0.00026812,0.012743269
493,0.000289723,0.013321054
494,0.00030504,0.012560447
495,0.000289488,0.012838284
496,0.00026059,0.014075744
497,0.000278814,0.01283976
498,0.000304355,0.012053183
499,0.000285747,0.013365993
500,0.000274578,0.012510092
501,0.000258458,0.014679233
502,0.000272186,0.012505245
503,0.000277921,0.012098523
504,0.000274061,0.012429109
505,0.000269481,0.012936591
506,0.000220955,0.01218368
507,0.000273506,0.014491086
508,0.000268913,0.014948935
509,0.000236444,0.012258948
510,0.000285061,0.01264245
511,0.000265338,0.012911666
512,0.00025816,0.012699545
513,0.000286446,0.013152457
514,0.000240809,0.012885493
515,0.000262514,0.012693374
516,0.000232157,0.01249182
517,0.000254344,0.013701272
518,0.000266632,0.012644599
519,0.00021286,0.014859747
520,0.000279327,0.012512592
521,0.000244889,0.012829979
522,0.000264893,0.013357007
523,0.000250725,0.013098498
524,0.000257267,0.013256097
525,0.000251118,0.014157361
526,0.000245239,0.014256024
527,0.00025433,0.012538457
528,0.000258179,0.012264099
529,0.000259829,0.013686251
530,0.000244293,0.013216336
531,0.000237893,0.013877122
532,0.000266127,0.013248653
533,0.000251381,0.013621792
534,0.00023664,0.01459979
535,0.000280711,0.01303752
536,0.000244293,0.013089725
537,0.000229638,0.013615736
538,0.000257777,0.012610726
539,0.000249801,0.012682494
540,0.000236141,0.012367566
541,0.000222425,0.012516623
542,0.00023662,0.01337603
543,0.000244072,0.012869255
544,0.000247032,0.013359452
545,0.000253977,0.012648391
546,0.000236406,0.012515359
547,0.000255139,0.01404923
548,0.00023095,0.013775372
549,0.000258338,0.01271882
550,0.000258159,0.01292889
551,0.000217925,0.01251593
552,0.000225786,0.012590401
553,0.000234621,0.012988359
554,0.000231417,0.012603311
555,0.000222353,0.01286852
556,0.000241345,0.014401866
557,0.000222052,0.013684062
558,0.000213585,0.01272143
559,0.00022724,0.012885459
560,0.000254221,0.012584642
561,0.000239804,0.013755484
562,0.000215876,0.0124619
563,0.000228517,0.013200518
564,0.000226723,0.013019748
565,0.000234823,0.012631657
566,0.000245346,0.012161257
567,0.000210051,0.013021786
568,0.000209073,0.01247385
569,0.00022785,0.013042337
570,0.00022761,0.014267431
571,0.000236775,0.013259721
572,0.00020771,0.013774631
573,0.000226399,0.013544415
574,0.000221327,0.012125309
575,0.000216105,0.013021399
576,0.000212843,0.012516249
577,0.000229142,0.014322866
578,0.000212864,0.013880602
579,0.000227242,0.01263742
580,0.000225019,0.012810715
581,0.000213145,0.012585437
582,0.000216563,0.012880354
583,0.000200255,0.013886953
584,0.0002343,0.014058185
585,0.00024143,0.012997477
586,0.000210482,0.01252036
587,0.000233938,0.013002835
588,0.000215879,0.012643891
589,0.000204858,0.013613235
590,0.000211794,0.013167619
591,0.00022375,0.012923202
592,0.000211162,0.012769379
593,0.000208692,0.012962375
594,0.000199032,0.012512497
595,0.000222724,0.012427652
596,0.000200312,0.013591076
597,0.00020718,0.014527561
598,0.000203271,0.0134778
599,0.000230925,0.014009799
600,0.000198908,0.012724213
601,0.000204226,0.012765862
602,0.000227952,0.013238528
603,0.000221944,0.013354697
604,0.00021463,0.012542244
605,0.000199426,0.013172167
606,0.000189442,0.013053307
607,0.000207903,0.013508008
608,0.000214107,0.014117794
609,0.000204696,0.012637657
610,0.000208741,0.013751894
611,0.000211723,0.014601416
612,0.000233565,0.012861774
613,0.000215657,0.013038571
614,0.000203926,0.012943339
615,0.000188033,0.012632307
616,0.000205409,0.012838555
617,0.000204939,0.012822039
618,0.000222048,0.013234038
619,0.000232022,0.013962459
620,0.000192748,0.013069561
621,0.000211306,0.012747809
622,0.000214198,0.012885043
623,0.000199717,0.012702952
624,0.000210621,0.012737461
625,0.000195825,0.013304748
626,0.000199151,0.012896934
627,0.000238343,0.013133858
628,0.000210656,0.012827439
629,0.000212183,0.012819335
630,0.000205625,0.012991788
631,0.000189327,0.012594406
632,0.000192675,0.013568702
633,0.00021004,0.012653922
634,0.000201773,0.013058024
635,0.000191225,0.0127294
636,0.000203399,0.012892496
637,0.000187893,0.012763662
638,0.000190823,0.012742611
639,0.000193056,0.013225116
640,0.000202652,0.012570404
641,0.00019118,0.012914416
642,0.000191581,0.013037237
643,0.000199713,0.012914139
644,0.00019618,0.013299313
645,0.000204772,0.012945747
646,0.000180434,0.012886158
647,0.000191951,0.012626725
648,0.000199081,0.013190503
649,0.000180006,0.013223001
650,0.000199491,0.012697345
651,0.000178643,0.013180812
652,0.00019551,0.01274462
653,0.000189835,0.012876693
654,0.000188046,0.013317861
655,0.000178456,0.012743444
656,0.000184149,0.013077043
657,0.000184245,0.012893134
658,0.000201676,0.012831878
659,0.000209693,0.013061067
660,0.000190374,0.01330651
661,0.000203019,0.013552024
662,0.000211706,0.013325522
663,0.000192821,0.012856869
664,0.000196278,0.013038159
665,0.000183578,0.012842166
666,0.000204277,0.013094908
667,0.000193186,0.012935367
668,0.000203488,0.01288424
669,0.000212966,0.013312392
670,0.000182862,0.012847211
671,0.000196868,0.012896252
672,0.00019411,0.012716008
673,0.000185845,0.012756656
674,0.000178028,0.012846538
675,0.000195843,0.013287656
676,0.000203368,0.01285131
677,0.000196743,0.012871207
678,0.000193028,0.013107742
679,0.000204529,0.01272262
680,0.00019466,0.013742976
681,0.000195929,0.01286503
682,0.000202944,0.013347285
683,0.000207812,0.012648426
684,0.000183546,0.012976215
685,0.000192848,0.013017637
686,0.000186309,0.012978675
687,0.000175994,0.012766913
688,0.000192421,0.013078479
689,0.000187194,0.013279493
690,0.000175861,0.013214221
691,0.000186534,0.012874925
692,0.000195992,0.013029705
693,0.000192469,0.013363598
694,0.000176617,0.013170659
695,0.00020975,0.012767014
696,0.000190231,0.013034726
697,0.00019185,0.013051349
698,0.000186969,0.012763941
699,0.00019038,0.013321621
700,0.00017859,0.012869749
701,0.000177482,0.012678601
702,0.000180591,0.012769199
703,0.000188162,0.013054555
704,0.000167876,0.013120441
705,0.000182091,0.012974927
706,0.000159228,0.013083758
707,0.000203172,0.013120454
708,0.000196976,0.013399684
709,0.000184452,0.013200314
710,0.000182305,0.013110492
711,0.000176557,0.013215337
712,0.000185753,0.01307426
713,0.000181385,0.012960086
714,0.000170092,0.013072285
715,0.000191164,0.01293397
716,0.000183543,0.012684661
717,0.000200769,0.013129772
718,0.000197028,0.013077998
719,0.000205636,0.013089909
720,0.000185422,0.013170702
721,0.000188456,0.013090385
722,0.00018581,0.012822641
723,0.000187171,0.012959047
724,0.00017146,0.012826514
725,0.000188403,0.013190277
726,0.000181512,0.012989289
727,0.000179521,0.013246634
728,0.00018494,0.012839269
729,0.000182375,0.012819201
730,0.000191171,0.012980675
731,0.000185751,0.01266056
732,0.000181624,0.012725654
733,0.000182216,0.013089667
734,0.000180291,0.012846869
735,0.000178838,0.01307968
736,0.000180341,0.013246372
737,0.000193442,0.012940364
738,0.000189387,0.013000053
739,0.000182267,0.013269222
740,0.000199047,0.012966695
741,0.000183515,0.012989058
742,0.00021165,0.013483017
743,0.000183665,0.01307635
744,0.000188529,0.013065092
745,0.00017705,0.012999968
746,0.000184992,0.012999039
747,0.000168661,0.012955178
748,0.000191536,0.013176371
749,0.00018035,0.012791634
750,0.000181106,0.013053822
751,0.000192567,0.012750414
752,0.000178435,0.013105803
753,0.000186996,0.012873775
754,0.000187394,0.013189424
755,0.000181256,0.013084176
756,0.000184712,0.012847905
757,0.000178916,0.013157467
758,0.000188963,0.01291827
759,0.000179635,0.012948556
760,0.000177509,0.013238566
761,0.00018901,0.012987695
762,0.000177623,0.012772721
763,0.000187382,0.012954073
764,0.000180814,0.013183998
765,0.000184295,0.013107025
766,0.000168055,0.01285812
767,0.00017539,0.012892967
768,0.000179934,0.01305069
769,0.0001798,0.01290134
770,0.000187457,0.013068078
771,0.000194672,0.012996303
772,0.000172401,0.012968524
773,0.000175083,0.013119159
774,0.00017324,0.013025315
775,0.00017722,0.013043611
776,0.000173785,0.012834277
777,0.00017651,0.012970606
778,0.000183809,0.013357528
779,0.000172116,0.012880051
780,0.000178184,0.012823264
781,0.00018428,0.012965314
782,0.000173527,0.012712276
783,0.000178785,0.013293059
784,0.000178303,0.013045242
785,0.000184659,0.013003275
786,0.000164477,0.013048981
787,0.000183244,0.013026357
788,0.000177014,0.012948786
789,0.000171554,0.012824333
790,0.000186525,0.012789504
791,0.000178688,0.013506292
792,0.000174753,0.013242198
793,0.000187471,0.012882754
794,0.000177098,0.012874388
795,0.000177146,0.012987925
796,0.000177092,0.013001519
797,0.000174689,0.012854554
798,0.000185609,0.012768411
799,0.000172068,0.013322775
800,0.000173553,0.012926484
801,0.000181146,0.013187206
802,0.000186372,0.012941157
803,0.000175656,0.013139584
804,0.000186796,0.013076185
805,0.000177647,0.012798172
806,0.0001778,0.012877365
807,0.000175455,0.012850118
808,0.000182231,0.013012746
809,0.000185545,0.013109302
810,0.000179623,0.01276813
811,0.000177425,0.012792095
812,0.000185898,0.012731228
813,0.000183535,0.012794194
814,0.000182841,0.012797391
815,0.00018049,0.012947899
816,0.00020302,0.01316734
817,0.000176065,0.012922354
818,0.000187814,0.012993464
819,0.000179201,0.013075575
820,0.000176645,0.013077029
821,0.000193278,0.013083827
822,0.000166013,0.013010497
823,0.000163906,0.013110864
824,0.000182725,0.013032817
825,0.000163598,0.012989284
826,0.000179435,0.012920274
827,0.000176596,0.012855963
828,0.000192619,0.012884845
829,0.000175038,0.012830869
830,0.000183073,0.012906845
831,0.000184348,0.013386949
832,0.000169521,0.012969055
833,0.000184084,0.012871342
834,0.000183673,0.012964756
835,0.000177894,0.012924273
836,0.000185484,0.012821051
837,0.000175389,0.012652993
838,0.000165329,0.012936069
839,0.000194856,0.013037986
840,0.000180364,0.012883204
841,0.000177553,0.013202726
842,0.000177891,0.012922344
843,0.00018584,0.012942383
844,0.000192425,0.013061698
845,0.00017712,0.012971474
846,0.000176479,0.012887399
847,0.000175995,0.012881098
848,0.00017884,0.013065822
849,0.000177938,0.01302158
850,0.000181179,0.012757981
851,0.000171032,0.013048186
852,0.000188178,0.012864318
853,0.000171132,0.013124749
854,0.000165281,0.012818943
855,0.000168556,0.013025844
856,0.000186308,0.012996954
857,0.000193113,0.013012905
858,0.000179535,0.013018555
859,0.000166354,0.012744215
860,0.000175182,0.013058907
861,0.000183454,0.012862078
862,0.000165651,0.0130403
863,0.0001896,0.012892527
864,0.000168327,0.013145047
865,0.00017118,0.012818168
866,0.000181004,0.012899662
867,0.000163979,0.012845532
868,0.000175681,0.013210253
869,0.000165216,0.013108927
870,0.000186299,0.013014263
871,0.000173903,0.013238474
872,0.000176385,0.013096541
873,0.000164986,0.013304271
874,0.000191532,0.012927619
875,0.000173129,0.012865347
876,0.00017218,0.013204728
877,0.00019093,0.013042601
878,0.000180296,0.012789593
879,0.000167088,0.013041414
880,0.000185749,0.012783206
881,0.000168485,0.012874829
882,0.000177199,0.012625188
883,0.000180632,0.012977146
884,0.000157374,0.013158075
885,0.00018787,0.012652307
886,0.000189368,0.013148219
887,0.000168393,0.01284891
888,0.000175685,0.012973763
889,0.000177028,0.012564119
890,0.000168223,0.012770001
891,0.000177997,0.013201968
892,0.000183455,0.013260821
893,0.000167054,0.012791479
894,0.000181038,0.012953
895,0.000175953,0.012965049
896,0.000178192,0.012970504
897,0.000180704,0.01318568
898,0.00018057,0.012887815
899,0.000175847,0.012933859
900,0.000176371,0.012903004
901,0.000177898,0.013153428
902,0.000179088,0.013095176
903,0.000179603,0.013249211
904,0.000176569,0.012872533
905,0.000173083,0.013158474
906,0.000188787,0.012883907
907,0.000184662,0.013217975
908,0.000176179,0.013073446
909,0.000173371,0.012810692
910,0.000175866,0.013034634
911,0.000188478,0.012822335
912,0.000164737,0.01285003
913,0.000178806,0.012926386
914,0.000168934,0.01302012
915,0.00018504,0.013018337
916,0.000176644,0.013028708
917,0.000181848,0.012963453
918,0.000166173,0.012836016
919,0.000175472,0.013152591
920,0.000166186,0.013268065
921,0.000181822,0.012847096
922,0.000170916,0.012985428
923,0.000172982,0.013011637
924,0.000184562,0.0131477
925,0.000170251,0.012879871
926,0.000179204,0.01281554
927,0.000182963,0.013053632
928,0.000179098,0.013319831
929,0.00016401,0.01302911
930,0.000182159,0.013094935
931,0.000169576,0.013150017
932,0.000188174,0.012960173
933,0.000167308,0.013152968
934,0.000171868,0.012928403
935,0.000181744,0.012962534
936,0.000179731,0.012762807
937,0.000172266,0.012751498
938,0.000168756,0.012796
939,0.000165929,0.012881439
940,0.000174583,0.012960231
941,0.000179114,0.012931263
942,0.000171368,0.01282661
943,0.000175443,0.013223386
944,0.000166981,0.013186048
945,0.00017235,0.012775584
946,0.00017047,0.012956642
947,0.000182368,0.012767118
948,0.000181509,0.013000549
949,0.000170943,0.013153251
950,0.000179732,0.012949049
951,0.000187155,0.013577794
952,0.000182671,0.013098196
953,0.000170498,0.012855305
954,0.000175757,0.012822468
955,0.000176427,0.012745779
956,0.000171285,0.013010222
957,0.000175393,0.012857826
958,0.000177241,0.012896484
959,0.000173782,0.013316836
960,0.000174457,0.012991627
961,0.000185269,0.013025793
962,0.00017421,0.013019738
963,0.000180387,0.012668484
964,0.000184842,0.012959171
965,0.000187208,0.012992922
966,0.000179687,0.012950847
967,0.000177033,0.012745366
968,0.000172768,0.012834038
969,0.000174746,0.013113838
970,0.000166437,0.013320117
971,0.000181321,0.013418003
972,0.000175909,0.01299868
973,0.000168524,0.013172244
974,0.000173311,0.01291544
975,0.000164677,0.012854029
976,0.000177067,0.013569591
977,0.000175165,0.012918426
978,0.000162401,0.012958607
979,0.000168519,0.012677036
980,0.000160182,0.013026707
981,0.000177866,0.012971523
982,0.000179765,0.013135674
983,0.000157923,0.013002939
984,0.000176405,0.013041524
985,0.000166755,0.012896891
986,0.000181141,0.013091128
987,0.000187174,0.013119801
988,0.000179802,0.012946046
989,0.000178901,0.013297218
990,0.000166492,0.012986996
991,0.000170393,0.012805896
992,0.000176348,0.013206513
993,0.000171019,0.012982821
994,0.000174104,0.012672982
995,0.000182358,0.013279323
996,0.000168092,0.013071421
997,0.000172543,0.012959135
